w,vector_semantico
found,"['detect', 'found', 'line_up', 'retrieve', 'discover', 'find', 'ascertain', 'receive', 'establish', 'find_oneself', 'come_up', 'observe', 'institute', 'constitute', 'notice', 'plant', 'encounter', 'feel', 'happen', 'set_up', 'get', 'rule', 'witness', 'ground', 'see', 'determine', 'chance', 'find_out', 'get_hold', 'incur', 'bump', 'regain', 'launch', 'obtain', 'base', 'recover']",Radio Emission of the Moon and Planet
also,"['likewise', 'also', 'too', 'besides', 'as_well']",Radio Emission of the Moon and Planet
follows,"['watch', 'accompany', 'surveil', 'come_after', 'adopt', 'survey', 'observe', 'keep_abreast', 'stick_with', 'come', 'watch_over', 'play_along', 'keep_up', 'take_after', 'espouse', 'travel_along', 'abide_by', 'fall_out', 'trace', 'succeed', 'conform_to', 'comply', 'pursue', 'follow', 'stick_to', 'be', 'postdate', 'keep_an_eye_on']",Radio Emission of the Moon and Planet
Table,"['put_over', 'set_back', 'postpone', 'tabularize', 'put_off', 'mesa', 'tabularise', 'remit', 'table', 'tabular_array', 'defer', 'prorogue', 'tabulate', 'board', 'hold_over', 'shelve']",Radio Emission of the Moon and Planet
For,[],Radio Emission of the Moon and Planet
cases,"['event', 'font', 'eccentric', 'instance', 'shell', 'typeface', 'lawsuit', 'pillowcase', 'cause', 'character', 'type', 'example', 'showcase', 'sheath', 'guinea_pig', 'casing', 'suit', 'grammatical_case', 'pillow_slip', 'subject', 'encase', ""typesetter's_case"", 'incase', 'causa', 'vitrine', ""compositor's_case"", 'case', 'slip', 'face', 'caseful', 'display_case', 'fount']",Radio Emission of the Moon and Planet
by,"['aside', 'away', 'by', 'past']",Radio Emission of the Moon and Planet
waves,"['flap', 'wafture', 'Wave', 'moving_ridge', 'brandish', 'curl', 'flourish', 'undulation', 'undulate', 'roll', 'waving', 'wave', 'beckon']",Radio Emission of the Moon and Planet
phases,"['phase', 'phase_angle', 'form', 'stage']",Radio Emission of the Moon and Planet
layer,"['bed', 'level', 'layer', 'stratum']",Radio Emission of the Moon and Planet
Radio,"['radio_receiver', 'tuner', 'wireless', 'radio', 'receiving_set', 'radiocommunication', 'radio_set']",Radio Emission of the Moon and Planet
really,"['genuinely', 'truly', 'real', 'in_truth', 'really', 'rattling', 'actually', 'very']",Radio Emission of the Moon and Planet
high-resolution,['high-resolution'],Radio Emission of the Moon and Planet
assumed,"['accept', 'seize', 'adopt', 'strike', 'sham', 'don', 'take_up', 'put_on', 'pretended', 'take_for_granted', 'presume', 'assumed', 'simulate', 'feign', 'take', 'fictitious', 'assume', 'acquire', 'wear', 'take_on', 'false', 'take_over', 'arrogate', 'fictive', 'bear', 'usurp', 'get_into']",Radio Emission of the Moon and Planet
3.75,[],Radio Emission of the Moon and Planet
variation,"['edition', 'magnetic_variation', 'version', 'fluctuation', 'pas_seul', 'magnetic_declination', 'mutant', 'mutation', 'sport', 'variance', 'variant', 'variation']",Radio Emission of the Moon and Planet
measurements,"['measurement', 'mensuration', 'measure', 'measuring']",Radio Emission of the Moon and Planet
Noskova,[],Radio Emission of the Moon and Planet
C,"['hundred', 'century', 'cytosine', 'speed_of_light', '100', 'c', 'coulomb', 'degree_Celsius', 'carbon', 'ascorbic_acid', 'atomic_number_6', 'vitamin_C', 'light_speed', 'blow', 'deoxycytidine_monophosphate', 'coke', 'C', 'nose_candy', 'degree_centigrade', 'snow', 'one_C', 'ampere-second', 'one_hundred']",Radio Emission of the Moon and Planet
as,"['every_bit', 'AS', 'a', 'group_A', 'arsenic', 'type_A', 'deoxyadenosine_monophosphate', 'amp', 'antiophthalmic_factor', 'American_Samoa', 'angstrom', 'atomic_number_33', 'As', 'as', 'equally', 'A', 'adenine', 'axerophthol', 'ampere', 'angstrom_unit', 'vitamin_A', 'Eastern_Samoa']",Radio Emission of the Moon and Planet
lengths,"['length', 'duration', 'distance']",Radio Emission of the Moon and Planet
figure,"['human_body', 'chassis', 'forecast', 'shape', 'reckon', 'trope', 'name', 'count_on', 'project', 'visualise', 'calculate', 'fancy', 'digit', 'cipher', 'visualize', 'number', 'cypher', 'envision', 'image', 'physique', 'work_out', 'see', 'public_figure', 'anatomy', 'figure', 'bod', 'figure_of_speech', 'picture', 'material_body', 'soma', 'design', 'enter', 'form', 'pattern', 'frame', 'fig', 'flesh', 'physical_body', 'estimate', 'build', 'compute']",Radio Emission of the Moon and Planet
moon,"['moon_on', 'Moon', 'lunar_month', 'lunation', 'daydream', 'moonlight', 'moon', 'moon_around', 'Sun_Myung_Moon', 'synodic_month', 'moonshine']",Radio Emission of the Moon and Planet
planet,"['planet', 'satellite', 'major_planet']",Radio Emission of the Moon and Planet
results,"['consequence', 'outcome', 'event', 'issue', 'resolution', 'final_result', 'ensue', 'result', 'leave', 'answer', 'solution', 'effect', 'resultant', 'upshot', 'termination', 'lead', 'solvent', 'resultant_role']",Radio Emission of the Moon and Planet
Other,"['early', 'former', 'other']",Radio Emission of the Moon and Planet
times,"['times', 'clock_time', 'clock', 'clip', 'meter', 'fourth_dimension', 'metre', 'sentence', 'multiplication', 'prison_term', 'time']",Radio Emission of the Moon and Planet
depth,"['depth', 'profoundness', 'astuteness', 'deepness', 'profundity']",Radio Emission of the Moon and Planet
9',[],Radio Emission of the Moon and Planet
bright,"['brilliant', 'lustrous', 'vivid', 'bright', 'smart', 'undimmed', 'hopeful', 'promising', 'shining', 'brightly', 'burnished', 'shiny', 'brilliantly']",Radio Emission of the Moon and Planet
indicate,"['point', 'signal', 'indicate', 'argue', 'designate', 'betoken', 'show', 'suggest', 'bespeak']",Radio Emission of the Moon and Planet
sun,"['insolate', 'sunbathe', 'sunshine', 'Dominicus', 'Sunday', 'solarize', ""Lord's_Day"", 'sun', 'solarise', 'Sun', 'sunlight']",Radio Emission of the Moon and Planet
resultant,"['incidental', 'attendant', 'outcome', 'vector_sum', 'ensuant', 'final_result', 'result', 'concomitant', 'accompanying', 'resultant', 'termination', 'consequent', 'sequent', 'end_point']",Radio Emission of the Moon and Planet
Q,"['Q', 'q']",Radio Emission of the Moon and Planet
84-foot,[],Radio Emission of the Moon and Planet
same,"['Saami', 'Saame', 'Lapp', 'Sami', 'Lapplander', 'Same', 'same', 'like']",Radio Emission of the Moon and Planet
measure,"['evaluate', 'quantity', 'touchstone', 'metre', 'amount', 'cadence', 'quantify', 'step', 'measuring_rod', 'mensurate', 'standard', 'assess', 'measuring', 'appraise', 'measurement', 'beat', 'meter', 'valuate', 'bar', 'measure_out', 'bill', 'value', 'mensuration', 'criterion', 'measure', 'measuring_stick']",Radio Emission of the Moon and Planet
length,"['length', 'duration', 'distance']",Radio Emission of the Moon and Planet
Salomonovich,[],Radio Emission of the Moon and Planet
and,[],Radio Emission of the Moon and Planet
Recent,"['Recent_epoch', 'recent', 'Recent', 'Holocene', 'Holocene_epoch', 'late']",Radio Emission of the Moon and Planet
level,"['storey', 'level', 'level_off', 'floor', 'even', 'charge', 'tied', 'degree', 'raze', 'flush', 'even_out', 'layer', 'take_down', 'pull_down', 'stage', 'flat', 'rase', 'tear_down', 'story', 'point', 'unwavering', 'dismantle', 'stratum', 'grade', 'spirit_level', 'horizontal_surface', 'tier', 'plane']",Radio Emission of the Moon and Planet
probable,"['probable', 'likely']",Radio Emission of the Moon and Planet
becoming,"['become', 'comme_il_faut', 'go', 'seemly', 'becoming', 'turn', 'comely', 'decorous', 'decent', 'suit', 'get']",Radio Emission of the Moon and Planet
600-degrees,[],Radio Emission of the Moon and Planet
Roberts,"['Bartholomew_Roberts', 'Robert', 'Henry_Martyn_Robert', 'Henry_M._Robert', 'Richard_J._Roberts', 'Richard_John_Roberts', 'Kenneth_Roberts', 'Roberts', 'Oral_Roberts']",Radio Emission of the Moon and Planet
Imbrium,[],Radio Emission of the Moon and Planet
1956,[],Radio Emission of the Moon and Planet
Of,[],Radio Emission of the Moon and Planet
central,"['central', 'exchange', 'key', 'primal', 'fundamental', 'telephone_exchange', 'cardinal']",Radio Emission of the Moon and Planet
Moon,"['moon_on', 'Moon', 'lunar_month', 'lunation', 'daydream', 'moonlight', 'moon', 'moon_around', 'Sun_Myung_Moon', 'synodic_month', 'moonshine']",Radio Emission of the Moon and Planet
twice,"['double', 'doubly', 'twice']",Radio Emission of the Moon and Planet
shown,"['shew', 'read', 'demonstrate', 'evince', 'establish', 'express', 'present', 'testify', 'usher', 'render', 'demo', 'picture', 'designate', 'bear_witness', 'show', 'point', 'evidence', 'indicate', 'depict', 'show_up', 'register', 'record', 'exhibit', 'prove']",Radio Emission of the Moon and Planet
subsurface,['subsurface'],Radio Emission of the Moon and Planet
observers,"['percipient', 'perceiver', 'commentator', 'observer', 'beholder']",Radio Emission of the Moon and Planet
described,"['distinguish', 'key', 'describe', 'discover', 'line', 'delineate', 'described', 'depict', 'draw', 'account', 'identify', 'trace', 'name', 'report', 'key_out']",Radio Emission of the Moon and Planet
fashion,"['style', 'way', 'fashion', 'mode', 'forge', 'manner']",Radio Emission of the Moon and Planet
observing,"['detect', 'watch', 'discover', 'honor', 'find', 'keep', 'observe', 'take_note', 'notice', 'watch_over', 'observing', 'abide_by', 'maintain', 'mention', 'honour', 'respect', 'follow', 'remark', 'note', 'celebrate', 'observant', 'keep_an_eye_on']",Radio Emission of the Moon and Planet
constant-temperature,[],Radio Emission of the Moon and Planet
half-intensity,['half-intensity'],Radio Emission of the Moon and Planet
used,"['utilise', 'habituate', 'exploited', 'put-upon', 'apply', 'victimized', 'use', 'practice', 'expend', 'employ', 'utilize', 'used', 'ill-used', 'victimised', 'secondhand']",Radio Emission of the Moon and Planet
degrees,"['point', 'academic_degree', 'grade', 'level', 'arcdegree', 'degree', 'stage']",Radio Emission of the Moon and Planet
The,[],Radio Emission of the Moon and Planet
3-cm,[],Radio Emission of the Moon and Planet
reflectors,"['reflector', 'reflecting_telescope']",Radio Emission of the Moon and Planet
consistent,"['reproducible', 'coherent', 'uniform', 'consistent', 'ordered', 'logical']",Radio Emission of the Moon and Planet
significant,"['pregnant', 'substantial', 'important', 'significant', 'meaning']",Radio Emission of the Moon and Planet
visible,"['visible', 'seeable']",Radio Emission of the Moon and Planet
surround,"['beleaguer', 'environment', 'wall', 'border', 'smother', 'hem_in', 'ring', 'fence_in', 'fence', 'surroundings', 'skirt', 'circumvent', 'surround', 'besiege', 'environ', 'environs', 'palisade']",Radio Emission of the Moon and Planet
up,"['improving', 'upwardly', 'astir', 'upwards', 'upward', 'up']",Radio Emission of the Moon and Planet
limits,"['circumscribe', 'point_of_accumulation', 'terminal_point', 'limit', 'specify', 'limitation', 'fix', 'limit_point', 'terminus_ad_quem', 'demarcation', 'trammel', 'confine', 'determine', 'restrict', 'restrain', 'demarcation_line', 'define', 'boundary', 'throttle', 'set', 'bound']",Radio Emission of the Moon and Planet
additional,"['additional', 'extra']",Radio Emission of the Moon and Planet
local,"['topical_anesthetic', 'local_anaesthetic', 'topical_anaesthetic', 'local', 'local_anesthetic']",Radio Emission of the Moon and Planet
might,"['mightiness', 'power', 'might']",Radio Emission of the Moon and Planet
10,"['x', '10', 'ten', 'X', 'decade', 'tenner']",Radio Emission of the Moon and Planet
comprehensive,"['comprehensive_examination', 'comp', 'comprehensive']",Radio Emission of the Moon and Planet
probe,"['investigation', 'poke_into', 'examine', 'probe', 'dig_into']",Radio Emission of the Moon and Planet
When,[],Radio Emission of the Moon and Planet
pointing,"['level', 'head', 'channelise', 'taper', 'manoeuvre', 'charge', 'bespeak', 'steer', 'sharpen', 'aim', 'signal', 'designate', 'show', 'manoeuver', 'direct', 'place', 'guide', 'channelize', 'target', 'point', 'repoint', 'indicate', 'orient', 'betoken', 'luff', 'maneuver']",Radio Emission of the Moon and Planet
greater,"['great', 'nifty', 'cracking', 'groovy', 'with_child', 'bang-up', 'outstanding', 'expectant', 'neat', 'heavy', 'slap-up', 'majuscule', 'big', 'smashing', 'swell', 'dandy', 'enceinte', 'not_bad', 'corking', 'large', 'peachy', 'capital', 'greater', 'keen', 'bully', 'gravid']",Radio Emission of the Moon and Planet
intensity,"['volume', 'saturation', 'chroma', 'intensiveness', 'strength', 'vividness', 'loudness', 'intensity', 'intensity_level']",Radio Emission of the Moon and Planet
1959,[],Radio Emission of the Moon and Planet
4.3,[],Radio Emission of the Moon and Planet
shape,"['human_body', 'SHAPE', 'chassis', 'regulate', 'shape', 'contour', 'work', 'mould', 'condition', 'embodiment', 'conformation', 'physique', 'determine', 'anatomy', 'figure', 'bod', 'influence', 'material_body', 'soma', 'configuration', 'form', 'Supreme_Headquarters_Allied_Powers_Europe', 'pattern', 'frame', 'cast', 'forge', 'flesh', 'physical_body', 'mold', 'build']",Radio Emission of the Moon and Planet
Radhakrishnan,"['Sir_Sarvepalli_Radhakrishnan', 'Sarvepalli_Radhakrishnan', 'Radhakrishnan']",Radio Emission of the Moon and Planet
any,"['whatever', 'whatsoever', 'any']",Radio Emission of the Moon and Planet
origin,"['line', 'ancestry', 'origin', 'blood', 'pedigree', 'parentage', 'blood_line', 'bloodline', 'inception', 'rootage', 'beginning', 'extraction', 'descent', 'stemma', 'stock', 'root', 'source', 'origination', 'line_of_descent', 'lineage']",Radio Emission of the Moon and Planet
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']",Radio Emission of the Moon and Planet
higher,"['in_high_spirits', 'high-pitched', 'gamey', 'higher', 'mellow', 'high', 'gamy', 'eminent']",Radio Emission of the Moon and Planet
Nicholson,[],Radio Emission of the Moon and Planet
even,"['yet', 'flush', 'eve', 'evening', 'even_out', 'level', 'fifty-fifty', 'eventide', 'even', 'regular', 'tied', 'still']",Radio Emission of the Moon and Planet
disagreement,"['discrepancy', 'divergence', 'dissonance', 'dissension', 'disagreement', 'variance']",Radio Emission of the Moon and Planet
series,"['serial_publication', 'series', 'serial']",Radio Emission of the Moon and Planet
several,"['various', 'several', 'respective']",Radio Emission of the Moon and Planet
Sloanaker,[],Radio Emission of the Moon and Planet
type,"['character', 'type', 'eccentric', 'typecast', 'case', 'typewrite']",Radio Emission of the Moon and Planet
features,"['feature_of_speech', 'feature_article', 'feature_film', 'feature', 'boast', 'characteristic', 'lineament', 'sport', 'have']",Radio Emission of the Moon and Planet
few,['few'],Radio Emission of the Moon and Planet
constant,"['invariant', 'unceasing', 'unremitting', 'perpetual', 'invariable', 'never-ending', 'constant', 'incessant', 'changeless', 'unvarying', 'ceaseless', 'constant_quantity']",Radio Emission of the Moon and Planet
3,"['III', 'ternary', 'troika', 'threesome', 'ternion', 'leash', 'iii', 'three', 'trinity', '3', 'deuce-ace', 'tercet', 'triad', 'triplet', 'tierce', 'trio', 'terzetto', 'trine', 'trey']",Radio Emission of the Moon and Planet
1-degree,[],Radio Emission of the Moon and Planet
lobe,['lobe'],Radio Emission of the Moon and Planet
known,"['experience', 'sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'cognise', 'live', 'screw', 'have_sex', 'have_it_off', 'recognise', 'know', 'acknowledge', 'hump', 'bonk', 'known', 'have_a_go_at_it', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'eff', 'get_it_on', 'make_love', 'cognize', 'get_laid', 'bang', 'jazz', 'recognize', 'sleep_together']",Radio Emission of the Moon and Planet
relatively,"['relatively', 'comparatively']",Radio Emission of the Moon and Planet
range,"['orbit', 'ambit', 'mountain_chain', 'grasp', 'order', 'stove', 'ramble', 'rove', 'chain_of_mountains', 'mountain_range', 'kitchen_stove', 'drift', 'array', 'wander', 'rate', 'tramp', 'graze', 'chain', 'compass', 'image', 'rank', 'range', 'range_of_a_function', 'cooking_stove', 'roam', 'vagabond', 'scope', 'swan', 'kitchen_range', 'place', 'straddle', 'run', 'range_of_mountains', 'set_out', 'browse', 'pasture', 'grade', 'lay_out', 'cast', 'crop', 'reach', 'roll', 'stray']",Radio Emission of the Moon and Planet
smoother,"['bland', 'smoother', 'smooth', 'electric_sander', 'fluent', 'drum_sander', 'legato', 'placid', 'tranquil', 'sander', 'fluid', 'quiet', 'unruffled', 'politic', 'liquid', 'still', 'suave']",Radio Emission of the Moon and Planet
put,"['position', 'put', 'frame', 'lay', 'cast', 'couch', 'invest', 'arrange', 'redact', 'order', 'put_option', 'place', 'commit', 'assign', 'set_up', 'set', 'pose']",Radio Emission of the Moon and Planet
first,"['offset', 'first_off', '1st', 'low', 'firstly', 'commencement', 'get-go', 'for_the_first_time', 'first_of_all', 'number_one', 'maiden', 'world-class', 'first-class_honours_degree', 'initiative', 'showtime', 'first_gear', 'kickoff', 'starting_time', 'number_1', 'first', 'beginning', 'initiatory', 'outset', 'start', 'foremost', 'first_base', 'inaugural', 'low_gear']",Radio Emission of the Moon and Planet
polarized,"['polarise', 'polarize']",Radio Emission of the Moon and Planet
already,['already'],Radio Emission of the Moon and Planet
distances,"['length', 'aloofness', 'outdistance', 'space', 'distance', 'outstrip']",Radio Emission of the Moon and Planet
procedures,"['operation', 'subroutine', 'procedure', 'subprogram', 'process', 'routine', 'function']",Radio Emission of the Moon and Planet
2',[],Radio Emission of the Moon and Planet
1935,[],Radio Emission of the Moon and Planet
derived,"['descend', 'deduct', 'come', 'derived', 'infer', 'deduce', 'derive', 'educe', 'gain']",Radio Emission of the Moon and Planet
much,"['a_great_deal', 'a_good_deal', 'a_lot', 'practically', 'often', 'much', 'very_much', 'lots']",Radio Emission of the Moon and Planet
make,"['take_in', 'make_believe', 'take_a_shit', 'relieve_oneself', 'create', 'realize', 'spend_a_penny', 'bring_in', 'name', 'stimulate', 'establish', 'piddle', 'make_up', 'puddle', 'cause', 'clear', 'construct', 'work', 'pass_water', 'take_a_crap', 'fix', 'constitute', 'pee', 'nominate', 'draw', 'urinate', 'score', 'pull_in', 'defecate', 'get', 'shuffle', 'take', 'progress_to', 'brand', 'give', 'hold', 'throw', 'induce', 'pee-pee', 'take_a_leak', 'shuffling', 'micturate', 'have', 'wee', 'do', 'pretend', 'gain', 'earn', 'get_to', 'seduce', 'cook', 'crap', 'form', 'hit', 'stool', 'ca-ca', 'piss', 'wee-wee', 'make_water', 'shit', 'make', 'reach', 'attain', 'ready', 'realise', 'produce', 'arrive_at', 'prepare', 'build', 'lay_down']",Radio Emission of the Moon and Planet
beneath,"['to_a_lower_place', 'below', 'beneath', 'at_a_lower_place']",Radio Emission of the Moon and Planet
arc,"['electric_arc', 'discharge', 'arc', 'spark', 'bow', 'arch', 'curve', 'electric_discharge']",Radio Emission of the Moon and Planet
are,"['comprise', 'follow', 'embody', 'constitute', 'be', 'ar', 'equal', 'personify', 'cost', 'are', 'make_up', 'live', 'represent', 'exist']",Radio Emission of the Moon and Planet
originates,"['rise', 'grow', 'arise', 'originate', 'develop', 'start', 'uprise', 'spring_up', 'initiate']",Radio Emission of the Moon and Planet
3.03,[],Radio Emission of the Moon and Planet
centimeter,"['centimetre', 'centimeter', 'cm']",Radio Emission of the Moon and Planet
regions,"['area', 'part', 'realm', 'region', 'neighborhood']",Radio Emission of the Moon and Planet
Burke,"['Burke', 'Martha_Jane_Burke', 'Martha_Jane_Burk', 'Calamity_Jane', 'Edmund_Burke', 'burke', 'Burk']",Radio Emission of the Moon and Planet
interferometers,['interferometer'],Radio Emission of the Moon and Planet
Af,[],Radio Emission of the Moon and Planet
under,"['under', 'below', 'nether']",Radio Emission of the Moon and Planet
polarization,"['polarization', 'polarisation']",Radio Emission of the Moon and Planet
agreement,"['agreement', 'arrangement', 'understanding', 'accord', 'concord', 'correspondence']",Radio Emission of the Moon and Planet
Garstung,[],Radio Emission of the Moon and Planet
because,[],Radio Emission of the Moon and Planet
discussion,"['treatment', 'give-and-take', 'discussion', 'discourse', 'word']",Radio Emission of the Moon and Planet
result,"['consequence', 'outcome', 'event', 'issue', 'resolution', 'final_result', 'ensue', 'result', 'leave', 'answer', 'solution', 'effect', 'resultant', 'upshot', 'termination', 'lead', 'solvent', 'resultant_role']",Radio Emission of the Moon and Planet
out,"['stunned', 'knocked_out', 'forbidden', 'taboo', 'extinct', 'come_out_of_the_closet', 'prohibited', ""KO'd"", 'proscribed', 'kayoed', 'tabu', 'verboten', 'out', 'away', 'come_out']",Radio Emission of the Moon and Planet
received,"['experience', 'take_in', 'welcome', 'standard', 'meet', 'received', 'find', 'obtain', 'receive', 'pick_up', 'encounter', 'invite', 'incur', 'have', 'get']",Radio Emission of the Moon and Planet
material,"['fabric', 'material', 'real', 'substantial', 'cloth', 'textile', 'stuff', 'corporeal']",Radio Emission of the Moon and Planet
earth,"['earthly_concern', 'Earth', 'ground', 'earth', 'dry_land', 'terra_firma', 'solid_ground', 'world', 'globe', 'land', 'worldly_concern']",Radio Emission of the Moon and Planet
near,"['draw_near', 'most', 'close', 'go_up', 'skinny', 'cheeseparing', 'come_near', 'virtually', 'draw_close', 'nigh', 'penny-pinching', 'near', 'come_on', 'about', 'approach', 'dear', 'nearly', 'approximate', 'almost', 'well-nigh', 'good']",Radio Emission of the Moon and Planet
may,"['Crataegus_oxycantha', 'May', 'English_hawthorn', 'may', 'whitethorn', 'Crataegus_laevigata']",Radio Emission of the Moon and Planet
